"","Data.set","Source","Predation.Parasitism","Dim","Field","Habitat","Fresh_Marine","Predator_Cellularity","Pred_Vert.Invert","Pred_Major_Grouping_1","Pred_Major_Grouping_2","Predator_Scientific_Name","Predator_Type","Trophic_Level_Predator","Prey_Cellularity","Prey_Vert.Invert","Prey_Major_Group_1","Prey_Major_Group_2","Prey","Prey_scientific_name","Prey_type","Trophic_Level_prey","Data_type","Prey_Replaced","Hours_starved","Temp_C","Interference","Pred_per_arena","X2D_Arena_Size_cm2","X3D_arena_size_cm3","Pred_mass_mg","Pred_Mass_Source","Pred_Mass_ID","Prey_mass_mg","Prey_Mass_Source","Prey_Mass_ID","Units_a","R2_Mean","Fitted_a","CI_a_low","CI_a_hi","Fitted_h_day","CI_h_low","CI_h_hi","Notes.1","Include_Biotic_Prey","PreyAbundanceGroup","Mass_g","PredMass_g","PreyAbundance_10","PreyAbundance_20","PreyAbundance_30","PreyAbundance_40","PreyAbundance_50","PreyAbundance_60","PreyAbundance_70","PreyAbundance_80","PreyAbundance_90","frac_10","frac_20","frac_30","frac_40","frac_50","frac_60","frac_70","frac_80","frac_90"
"1646",1927,"Nandini and Sarma 1999 FRESH BIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Asplanchnidae","Asplanchna sieboldi","",3,"Metazoan","Invertebrate","Rotifer","Brachionidae","","Brachionus calyciflorus","",2,"Mean","N","1",NA,"","2",NA,"2.00E+01",0.0552,"Alternate species length","1",2e-04,"Alternate species mass","1","m^3 per pred per day","283.03",0.00021,0.000168,0.000261,0.00255,0.00229,0.0028,"",1,"Ectotherm",2e-07,5.52e-05,7123.88793458089,19752.7820505152,47466.9105028678,93347.7352435541,183427.177509242,338153.062270114,658008.706127565,1545629.53174679,5132254.6562394,0.00380034427605125,0.0104668999523301,0.0247884447339274,0.0476079021125823,0.0894399880517523,0.153317994477467,0.26055392643129,0.452859649743162,0.733213981693219
"1647",1928,"Nandini and Sarma 1999 FRESH BIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Asplanchnidae","Asplanchna sieboldi","",3,"Metazoan","Invertebrate","Rotifer","Brachionidae","","Brachionus calyciflorus","",2,"Mean","N","2",NA,"","2",NA,"2.00E+01",0.0552,"Alternate species length","1",2e-04,"Alternate species mass","1","m^3 per pred per day","297.64",0.000185,0.000123,0.000234,0.00213,0.00179,0.00255,"",1,"Ectotherm",2e-07,5.52e-05,6679.74947972214,20530.4846870003,46760.7463936541,99175.7047978728,191404.36462812,356937.911794698,691790.476519031,1594758.87040912,5093039.6040355,0.00262524522938616,0.00802511401764091,0.0180926948169421,0.0376103663454075,0.0701332383672869,0.123307950262483,0.214207158013772,0.385905826196675,0.667432929572683
"1648",1929,"Nandini and Sarma 1999 FRESH BIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Asplanchnidae","Asplanchna sieboldi","",3,"Metazoan","Invertebrate","Rotifer","Brachionidae","","Brachionus calyciflorus","",2,"Mean","N","4",NA,"","2",NA,"2.00E+01",0.0552,"Alternate species length","1",2e-04,"Alternate species mass","1","m^3 per pred per day","311.61",0.000122,8.84e-05,0.000172,0.00116,0.000839,0.00155,"",1,"Ectotherm",2e-07,5.52e-05,6994.64066332085,20990.1511917606,48469.2540030817,97284.2069359944,178998.473287421,334506.465339308,677749.694970493,1523927.14912298,4342580.03725018,0.000988902650188289,0.00296172830514016,0.00681263842686456,0.0135806866757504,0.0247060145407977,0.0451996334807423,0.0875205876884498,0.177405751217341,0.380636949653838
"1649",1930,"Nandini and Sarma 1999 FRESH BIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Asplanchnidae","Asplanchna sieboldi","",3,"Metazoan","Invertebrate","Rotifer","Brachionidae","","Brachionus calyciflorus","",2,"Mean","N","8",NA,"","2",NA,"2.00E+01",0.0552,"Alternate species length","1",2e-04,"Alternate species mass","1","m^3 per pred per day","313.71",0.000216,0.000164,0.000274,0.000707,0.000524,0.000905,"",1,"Ectotherm",2e-07,5.52e-05,7451.07697635706,23329.4534312882,52578.893396516,101301.76590177,179900.169789778,353027.066572731,737246.37196307,1504141.36817944,4841589.39954943,0.00113657559323067,0.00355003980997038,0.00796546980235651,0.0152343204096454,0.0267383347386674,0.0511536983477705,0.101193373564465,0.186793815613552,0.425078798826773
"1650",1931,"Nandini and Sarma 1999 FRESH BIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Asplanchnidae","Asplanchna sieboldi","",3,"Metazoan","Invertebrate","Rotifer","Brachionidae","","Brachionus calyciflorus","",2,"Mean","N","16",NA,"","2",NA,"2.00E+01",0.0552,"Alternate species length","1",2e-04,"Alternate species mass","1","m^3 per pred per day","288.99",0.000214,0.000176,0.000256,0.00149,0.00129,0.00171,"",1,"Ectotherm",2e-07,5.52e-05,7619.06651506594,22043.2604587657,47221.3171008891,99378.5751802713,187264.459021573,361072.302049833,702928.163766218,1549459.61451576,4802125.49633442,0.00242352779289046,0.00697965602366474,0.0148336392256061,0.0307145736045533,0.0563466239480534,0.103244785715649,0.183097085563608,0.330683147681756,0.604931362997533
"1651",1932,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","A",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Daphnia galeata","",2,"Mean","N","24",17.5,"","2",NA,"1.00E+03",1.18,"Original species length","2",0.0578,"Original species length","2","m^3 per pred per day","7.38",4.33e-05,2.21e-05,0.000134,1.42e-09,9.32e-14,0.884,"",1,"Ectotherm",5.78e-05,0.00118,100.381411252592,279.933479773849,662.779706910866,1317.37171719545,2609.76390389706,4817.27364402485,9439.2784051461,21605.2818073287,67800.412263709,6.17205145223879e-12,1.72119899370787e-11,4.07516730574608e-11,8.09999173969183e-11,1.60463943369266e-10,2.9619488718878e-10,5.80383471681968e-10,1.32842235544071e-09,4.16877613106771e-09
"1652",1933,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","B",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Daphnia galeata","",2,"Mean","N","24",17.5,"","5",NA,"1.00E+03",2.78,"Original species length","3",0.0617,"Original species length","1","m^3 per pred per day","26.81",5.23e-05,2.77e-05,0.000181,0.0956,3.59e-11,0.462,"",1,"Ectotherm",6.17e-05,0.00278,101.532282181543,286.284053340721,632.541752136002,1282.32586586785,2406.4837892777,4475.48237435208,9050.06721268519,21661.6117623263,60743.3447209666,0.000507391650054898,0.00142933997551192,0.00315266214279413,0.00637063031039771,0.0118890792195821,0.0218871097000792,0.0432903922705171,0.0977216691462231,0.232957917146955
"1653",1934,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","C",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Diaphanosoma brachyurum","",2,"Mean","N","24",17.5,"","2",NA,"1.00E+03",0.972,"Original species length","4",0.0228,"Original species length","1","m^3 per pred per day","3.24",8.58e-05,5.02e-05,0.000131,0.0554,0.00491,0.0798,"",1,"Ectotherm",2.28e-05,0.000972,186.617755082691,582.822188032895,1257.03932906106,2494.17689038701,4852.58021805273,9174.27926896823,18342.6443662243,39863.3576580228,123272.431163961,0.000886267740327427,0.00276268678012371,0.00593962029788384,0.011716712000976,0.0225458275513418,0.0417860664350135,0.0801962692408292,0.159298828309736,0.369464414798261
"1654",1935,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","D",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Diaphanosoma brachyurum","",2,"Mean","N","24",17.5,"","5",NA,"1.00E+03",4.08,"Original species length","5",0.0228,"Original species length","1","m^3 per pred per day","58.35",0.000233,0.000132,0.000401,0.0196,6.87e-10,0.0367,"",1,"Ectotherm",2.28e-05,0.00408,207.912342115679,629.712165396363,1431.28280010421,2781.38905118272,5221.44633311822,9864.07340985738,19037.18367971,43678.3016002681,133967.229877236,0.000948593400152341,0.00286752318117858,0.00649393544685881,0.0125427291769188,0.0232899453541832,0.0431054676511703,0.0799851781878966,0.166298495570291,0.379576224596717
"1655",1936,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","E",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Ceriodaphnia pulchella","",2,"Mean","N","24",17.5,"","2",NA,"1.00E+03",0.851,"Original species length","6",0.0129,"Original species length","3","m^3 per pred per day","20.65",6.1e-05,3.85e-05,0.000192,0.0471,4.78e-14,0.172,"",1,"Ectotherm",1.29e-05,0.000851,306.070581702033,904.697478015247,2045.87972658569,3961.00628392095,7364.51143467234,14376.4888823555,28536.4758587038,67932.3201680275,199900.997454814,0.000878598773664765,0.00259254755069255,0.00584366786316324,0.0112523117156739,0.0207205521009873,0.0396666554272284,0.0757754591687138,0.163303389684589,0.364811398482431
"1656",1937,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","F",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Ceriodaphnia pulchella","",2,"Mean","N","24",17.5,"","5",NA,"1.00E+03",4.21,"Original species length","7",0.0114,"Original species length","2","m^3 per pred per day","64.33",0.000416,0.000262,0.000574,0.0176,0.00831,0.0256,"",1,"Ectotherm",1.14e-05,0.00421,347.961204011365,1055.31327909069,2313.88895920224,4561.16449388656,8433.36451690734,15874.8571333149,31901.1412155882,69583.7317523189,222796.920142915,0.00254115881187425,0.00766733938001697,0.0166591407463628,0.0323158339732963,0.0581549050663546,0.104126767112956,0.189343035793213,0.337513293384406,0.619949595281856
"1657",1938,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","G",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Bosmina coregoni","",2,"Mean","N","24",17.5,"","2",NA,"1.00E+03",1.15,"Original species length","8",0.00776,"Original species length","1","m^3 per pred per day","60.76",0.00026,7.58e-05,0.000648,0.0529,0.00737,0.0738,"",1,"Ectotherm",7.76e-06,0.00115,521.815735095377,1488.85963641605,3050.30978848445,6212.13630283577,11845.0117030552,22053.6934734813,42836.4141406342,100331.946407593,301556.225203412,0.00712591057818727,0.0200668509713028,0.0402646972975299,0.0787160848174744,0.140092878764986,0.232732550152466,0.370741508928644,0.579825858059558,0.80573487440877
"1658",1939,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","D",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Bosmina coregoni","",2,"Mean","N","24",17.5,"","5",NA,"1.00E+03",4.08,"Original species length","5",0.00624,"Original species length","2","m^3 per pred per day","77.94",0.000273,7.87e-05,0.0205,0.0414,4.41e-10,0.0905,"",1,"Ectotherm",6.24e-06,0.00408,504.671120188041,1563.01422544763,3628.68621917986,7196.14543108434,13394.9364050473,23228.7454538257,46615.264965329,109755.204642509,320593.480080852,0.00567154404888906,0.0173588466835484,0.0393964065485159,0.0752148777760145,0.131486250846266,0.207943331576678,0.345058981524038,0.553666129841021,0.783709502872718
"1659",1940,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","H",3,"Metazoan","Invertebrate","Crustacean","Copepod","","Eudiaptomus gracilis","",2,"Mean","N","24",17.5,"","2",NA,"1.00E+03",1.12,"Original species length","9",0.00113,"Original species length","2","m^3 per pred per day","24.32",7.92e-05,6.28e-05,9.91e-05,3.87e-13,7.62e-14,0.00672,"",1,"Ectotherm",1.13e-06,0.00112,2160.94946705422,6117.81934333836,12632.7127770753,26061.349292946,49901.9480446658,90303.9682430857,175130.107365623,416443.684445843,1264670.72510397,6.62339655449944e-14,1.87513610001023e-13,3.8719769970232e-13,7.98790780367874e-13,1.52951466834588e-12,2.76785274823021e-12,5.36780784277048e-12,1.2764165505576e-11,3.87626635912241e-11
"1660",1941,"Pichlova and Vijverberg 2001 ARCH HYDROBIOL","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Crustacean","Cladoceran","Leptodora kindtii","I",3,"Metazoan","Invertebrate","Crustacean","Copepod","","Eudiaptomus gracilis","",2,"Mean","N","24",17.5,"","5",NA,"1.00E+03",3.74,"Original species length","10",0.00125,"Original species length","1","m^3 per pred per day","59.08",0.000367,0.000155,0.000634,0.0371,0.011,0.056,"",1,"Ectotherm",1.25e-06,0.00374,1695.49685234058,5287.48683668147,12013.874899956,24352.832141167,46419.399026841,87872.5950548764,179243.180352402,406252.849271111,1299825.15357302,0.0225644672701318,0.067157943788208,0.1405813899594,0.249012934471733,0.387267145853653,0.544719244785859,0.709346377409797,0.846893865102175,0.946518428138663
"1661",1942,"Jeschke and Tollrian  2005 OIKOS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Insect","Odonata","Aeshna cyanea","Larva",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Daphnia magna","",2,"Mean","N","",22,"","1",NA,"2.80E+02",1430,"Alternate species length","2",0.816,"Average species mass","22","m^3 per pred per day","519",0.301,0.142,0.683,0.000188,0.000173,0.000202,"",1,"Ectotherm",0.000816,1.43,12.7486189513136,39.6257850082691,88.1867289987151,174.099537243676,346.024306249905,690.009589877164,1387.74928073774,3217.55589393992,10545.6698105268,0.000720898779249208,0.00223732706530142,0.00496553107810341,0.0097558307097337,0.0192047780733708,0.0375789453027425,0.0728120307088261,0.15403002751436,0.373731164950917
"1662",1943,"Jeschke and Tollrian  2005 OIKOS","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Insect","Diptera","Chaoborus obscuripes","4th instar",3,"Metazoan","Invertebrate","Crustacean","Cladoceran","","Daphnia obtusa","",2,"Mean","N","",22,"","1",NA,"4.00E+01",33.8,"Original species length","3",0.00624,"Original species length","1","m^3 per pred per day","786.67",0.00165,0.0012,0.00246,0.00167,0.00129,0.0021,"",1,"Ectotherm",6.24e-06,0.0338,467.176482906333,1499.87809907579,3370.521614969,6464.57861681344,11979.1480671017,22674.0087006449,46990.2812253332,111028.261638526,327749.707168378,0.00128564977552299,0.0041159034266887,0.00920200890712534,0.017501391529485,0.0319537943210512,0.0588042457277593,0.114638172210515,0.234267083971595,0.474545490784249
"1663",1944,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus rubens","",2,"Unicell","Algae","Algae","Chlorophyte","","Chlamydomonas reinhardii","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00015,"Alternate species mass","2",1.13e-07,"Original species length","1","m^3 per pred per day","676.67",0.00274,0.00196,0.00418,3.35e-08,2.99e-08,3.73e-08,"won't fit",1,"Prokaryote",1.13e-10,1.5e-07,13072891228.4155,17344823747.9714,21569547125.9376,25892416052.7767,30578995254.4982,36855311363.1623,44437756488.9973,54371999367.9519,72443903738.7809,0.545446422552418,0.614209642155086,0.664414747636045,0.703849793019968,0.737315350628316,0.771843114499013,0.803108587311427,0.833077547542882,0.869274653439104
"1664",1945,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus rubens","",2,"Unicell","Algae","Algae","Chlorophyte","","Monoraphidium minutum","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00015,"Alternate species mass","2",2.31e-08,"Original species length","1","m^3 per pred per day","627.99",5.5e-07,4.73e-07,6.16e-07,1.18e-05,1.07e-05,1.29e-05,"",1,"Prokaryote",2.31e-11,1.5e-07,38634978428.6638,52059046944.2913,64230238788.3093,77870881624.6298,92352223254.8317,110878467995.062,131343921340.22,160064742234.474,217109397506.577,0.200473965430798,0.252539430760999,0.294211101680897,0.33571679111619,0.374752217791175,0.418469836677639,0.460166218453844,0.509520255277472,0.584896886632554
"1665",1946,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus rubens","",2,"Unicell","Algae","Algae","Chlorophyte","","Chlorella minutissima","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00015,"Alternate species mass","2",4.19e-09,"Original species length","1","m^3 per pred per day","732.99",8.01e-05,7.09e-05,9.92e-05,1.63e-10,1.82e-11,3.49e-10,"won't fit",1,"Prokaryote",4.19e-12,1.5e-07,120666715885.998,162783780240.073,202936332172.841,245009526641.199,287699198187.905,339970652969.8,409063349107.302,511814436778.743,682572227900.285,0.00157298267001962,0.00212084632101254,0.00264259581812161,0.003188717437452,0.00374223015068018,0.00441914332488707,0.00531248062260271,0.00663804474193903,0.00883314793268487
"1666",1947,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus calyciflorus","",2,"Unicell","Algae","Algae","Diatom","","Cyclotella meneghiniana","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00595,"Alternate species mass","1",3.22e-07,"Original species length","1","m^3 per pred per day","664.76",0.00197,0.00157,0.00262,1.05e-07,9.21e-08,1.15e-07,"won't fit",1,"Prokaryote",3.22e-10,5.95e-06,6497358264.68679,8638584145.38888,10765266451.0678,13101676016.5666,15238791801.893,18005528881.1133,21403900548.5844,26378881874.3691,35803559989.4587,0.573374936817533,0.641177228250739,0.690095005490071,0.730464155464461,0.759160573497421,0.788334865587966,0.815749606744521,0.84511664512271,0.881036878528936
"1667",1948,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus calyciflorus","",2,"Unicell","Algae","Algae","Chlorophyte","","Monoraphidium minutum","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00595,"Alternate species mass","1",2.31e-08,"Original species length","1","m^3 per pred per day","419.85",4.01e-07,2.92e-07,5.02e-07,6.99e-06,3.3e-06,8.65e-06,"",1,"Prokaryote",2.31e-11,5.95e-06,37724769593.6668,50942975731.2471,63977677778.9136,77088922930.816,92221393939.9639,109901198217.5,129472157165.769,162161188005.753,216134531140.277,0.0956300270722446,0.124950621052637,0.152060046698048,0.17768532700724,0.205400508159744,0.235504375290898,0.266275385023485,0.312495620255527,0.377266333873947
"1668",1949,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus rubens","",2,"Unicell","Algae","Algae","Diatom","","Cyclotella meneghiniana","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00015,"Alternate species mass","2",3.22e-07,"Original species length","1","m^3 per pred per day","679.85",0.000472,0.000321,0.000674,2.7e-07,2.17e-07,3.24e-07,"",1,"Prokaryote",3.22e-10,1.5e-07,6240810075.53295,8498190369.22544,10495015072.0723,12802852855.8407,15105567327.5511,18104430614.0042,21918936081.8061,27182595678.8671,36573925803.6616,0.442998976046323,0.519925349694783,0.572189716960284,0.620002399996582,0.65812591122736,0.697632032851701,0.736380717008765,0.775993189857526,0.823352174904901
"1669",1950,"Rothhaupt 1990 LIMNO OCEANO","Predator",3,"","Aquatic","Fresh","Metazoan","Invertebrate","Rotifer","Brachionidae","Brachionus rubens","",2,"Unicell","Algae","Algae","Chlorophyte","","Chlamydomonas sphaeroides","",1,"Raw data","N","",20,"","50",NA,"2.00E+01",0.00015,"Alternate species mass","2",9.05e-07,"Original species length","1","m^3 per pred per day","430.88",6.65e-05,4.29e-05,0.000101,1.38e-06,6.89e-07,1.98e-06,"",1,"Prokaryote",9.05e-10,1.5e-07,3189741102.06185,4282171470.97737,5332678462.7398,6342724035.78313,7478126975.34731,9026864473.51012,10843353386.8488,13625863286.9563,18205422776.2211,0.226438800026044,0.282111962457373,0.328579633507717,0.367917429771186,0.406974353733515,0.453072335529246,0.498770619740124,0.555643532970429,0.625567963997992
